Predictor,Beta,t_obs,VIF,pval_DSP,Hypothesis_role,pval_DSP_BH
Mantegna,-0.015275508915734398,-1.3045883026177332,11.928211693386059,0.32167832167832167,focal_primary,0.4825174825174825
Spearman,0.3032758347452665,21.608543064582662,12.03081320415516,0.000999000999000999,focal_primary,0.002997002997002997
SameSector,-1.2234780303051196e-05,-0.021096968503896245,1.0323066769562896,0.984015984015984,focal_primary,0.984015984015984
