Predictor,Beta,t_obs,VIF,pval_DSP,Hypothesis_role
Mantegna,0.22670789744901662,49.589184908142954,1.0175491848549636,0.000999000999000999,sensitivity
SameSector,-0.0015105511288319058,-1.9625400884120996,1.0175491848549638,0.14185814185814186,sensitivity
