Predictor,Beta,t_obs,pval_FreedmanLane,Hypothesis_role
Spearman,0.28576432085069126,69.67040287815895,0.000999000999000999,sensitivity
SameSector,-6.993802141780359e-05,-0.12087785257570695,0.938061938061938,sensitivity
