Predictor,Beta,t_obs,VIF,pval_DSP,Hypothesis_role
Spearman,0.28576432085069126,69.67040287815895,1.0263017192944615,0.000999000999000999,sensitivity
SameSector,-6.993802141780359e-05,-0.12087785257570695,1.0263017192944615,0.9310689310689311,sensitivity
