Date,Method,Window,Mode,Hub_ticker,Hub_degree,Hub_tied,Hub_sector,N_nodes,Is_dominant_hub
2020-05-22,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-05-25,symbolic,240,strict,GAPB.MX,10,False,Airports,35,True
2020-05-26,symbolic,240,strict,GAPB.MX,10,False,Airports,35,True
2020-05-27,symbolic,240,strict,GAPB.MX,10,False,Airports,35,True
2020-05-28,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-05-29,symbolic,240,strict,GAPB.MX,10,False,Airports,35,True
2020-06-01,symbolic,240,strict,GAPB.MX,10,False,Airports,35,True
2020-06-02,symbolic,240,strict,GAPB.MX,10,False,Airports,35,True
2020-06-03,symbolic,240,strict,GAPB.MX,8,True,Airports,35,True
2020-06-04,symbolic,240,strict,GAPB.MX,9,False,Airports,35,True
2020-06-05,symbolic,240,strict,GAPB.MX,9,True,Airports,35,True
2020-06-08,symbolic,240,strict,GAPB.MX,9,True,Airports,35,True
2020-06-09,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-06-10,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-06-11,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-06-12,symbolic,240,strict,GAPB.MX,7,False,Airports,35,True
2020-06-15,symbolic,240,strict,GAPB.MX,7,False,Airports,35,True
2020-06-16,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-06-17,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-06-18,symbolic,240,strict,GAPB.MX,8,True,Airports,35,True
2020-06-19,symbolic,240,strict,GFNORTEO.MX,9,False,Financial,35,False
2020-06-22,symbolic,240,strict,GFNORTEO.MX,9,False,Financial,35,False
2020-06-23,symbolic,240,strict,GFNORTEO.MX,9,False,Financial,35,False
2020-06-24,symbolic,240,strict,GAPB.MX,10,False,Airports,35,True
2020-06-25,symbolic,240,strict,GAPB.MX,8,False,Airports,35,True
2020-06-26,symbolic,240,strict,GAPB.MX,7,True,Airports,35,True
2020-06-29,symbolic,240,strict,GAPB.MX,8,True,Airports,35,True
